RecordingTime [ms]	Time of Day [h:m:s:ms]	Trial	Stimulus	Export Start Trial Time [ms]	Export End Trial Time [ms]	Participant	Color	Tracking Ratio [%]	Category Group	Category Right	Category Left	Index Right	Index Left	Pupil Diameter Right [mm]	Pupil Diameter Left [mm]	Point of Regard Binocular X [px]	Point of Regard Binocular Y [px]	Point of Regard Right X [px]	Point of Regard Right Y [px]	Point of Regard Left X [px]	Point of Regard Left Y [px]	AOI Name Right	AOI Name Left	Gaze Vector Right X	Gaze Vector Right Y	Gaze Vector Right Z	Gaze Vector Left X	Gaze Vector Left Y	Gaze Vector Left Z	Video Time [h:m:s:ms]	Annotation Name	Annotation Description	Annotation Tags	Mouse Position X [px]	Mouse Position Y [px]	Scroll Direction X	Scroll Direction Y	Content
500919.92	21:24:17:793	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	3	4.00	3.38	602.13	361.52	634.47	346.91	523.58	395.67	-	-	0.01	-0.06	1.00	0.06	-0.10	0.99	00:00:01:332	-	-	-	-	-	-	-	-
500936.34	21:24:17:809	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	3	4.00	3.38	602.00	360.30	634.06	343.86	523.81	396.17	-	-	0.01	-0.05	1.00	0.06	-0.10	0.99	00:00:01:332	-	-	-	-	-	-	-	-
500953.20	21:24:17:826	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	3	4.02	3.38	602.44	361.93	633.45	345.61	525.38	397.11	-	-	0.01	-0.06	1.00	0.06	-0.10	0.99	00:00:01:374	-	-	-	-	-	-	-	-
500969.61	21:24:17:843	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	3	4.00	3.38	601.65	362.72	634.17	346.27	523.00	398.61	-	-	0.01	-0.06	1.00	0.06	-0.10	0.99	00:00:01:374	-	-	-	-	-	-	-	-
500986.24	21:24:17:859	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	3	4.00	3.38	602.92	360.75	635.19	342.75	524.49	398.16	-	-	0.01	-0.05	1.00	0.06	-0.10	0.99	00:00:01:374	-	-	-	-	-	-	-	-
501002.97	21:24:17:876	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	3	4.00	3.38	602.52	361.05	635.12	344.22	523.72	397.48	-	-	0.01	-0.05	1.00	0.06	-0.10	0.99	00:00:01:416	-	-	-	-	-	-	-	-
501019.34	21:24:17:892	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	3	4.00	3.38	603.74	362.48	635.44	345.36	525.83	398.68	-	-	0.01	-0.05	1.00	0.06	-0.10	0.99	00:00:01:416	-	-	-	-	-	-	-	-
501036.00	21:24:17:909	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	3	4.00	3.38	603.75	363.22	635.49	345.03	525.84	400.37	-	-	0.01	-0.05	1.00	0.06	-0.10	0.99	00:00:01:457	-	-	-	-	-	-	-	-
501052.29	21:24:17:925	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	3	4.00	3.40	602.64	363.16	635.08	345.56	524.06	400.07	-	-	0.01	-0.06	1.00	0.06	-0.10	0.99	00:00:01:457	-	-	-	-	-	-	-	-
501068.90	21:24:17:942	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	3	4.00	3.40	602.20	362.35	634.79	345.52	523.44	398.66	-	-	0.01	-0.06	1.00	0.06	-0.10	0.99	00:00:01:457	-	-	-	-	-	-	-	-
501085.66	21:24:17:959	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	3	4.00	3.40	603.31	362.59	635.67	344.41	524.76	400.06	-	-	0.01	-0.05	1.00	0.06	-0.10	0.99	00:00:01:457	-	-	-	-	-	-	-	-
501102.24	21:24:17:975	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	3	4.00	3.42	601.75	361.80	634.27	346.16	523.06	397.00	-	-	0.01	-0.06	1.00	0.06	-0.10	0.99	00:00:01:499	-	-	-	-	-	-	-	-
501119.35	21:24:17:992	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	3	4.04	3.44	601.68	360.85	634.79	343.35	522.43	398.11	-	-	0.01	-0.05	1.00	0.06	-0.10	0.99	00:00:01:499	-	-	-	-	-	-	-	-
501135.57	21:24:18:009	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	3	4.00	3.40	601.93	361.11	634.81	344.96	522.84	397.01	-	-	0.01	-0.05	1.00	0.06	-0.10	0.99	00:00:01:541	-	-	-	-	-	-	-	-
501152.65	21:24:18:026	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	3	4.00	3.40	602.21	359.52	634.54	342.08	523.75	396.53	-	-	0.01	-0.05	1.00	0.06	-0.10	0.99	00:00:01:541	-	-	-	-	-	-	-	-
501168.83	21:24:18:042	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	3	4.00	3.44	602.25	358.47	635.30	341.25	522.99	395.66	-	-	0.01	-0.05	1.00	0.06	-0.10	0.99	00:00:01:582	-	-	-	-	-	-	-	-
501185.31	21:24:18:058	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	3	4.04	3.42	602.01	357.79	633.97	339.63	523.99	395.42	-	-	0.01	-0.05	1.00	0.06	-0.10	0.99	00:00:01:582	-	-	-	-	-	-	-	-
501202.02	21:24:18:075	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	3	4.04	3.42	602.53	358.47	634.41	339.73	524.59	396.56	-	-	0.01	-0.05	1.00	0.06	-0.10	0.99	00:00:01:582	-	-	-	-	-	-	-	-
501218.45	21:24:18:092	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	3	4.06	3.44	602.12	357.77	633.35	338.63	524.96	395.99	-	-	0.01	-0.05	1.00	0.06	-0.10	0.99	00:00:01:624	-	-	-	-	-	-	-	-
501235.18	21:24:18:108	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	3	4.04	3.40	604.86	356.17	636.32	337.76	527.12	394.01	-	-	0.01	-0.05	1.00	0.06	-0.09	0.99	00:00:01:624	-	-	-	-	-	-	-	-
501251.78	21:24:18:125	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	3	4.02	3.40	603.11	357.25	634.96	336.07	525.26	397.63	-	-	0.01	-0.05	1.00	0.06	-0.10	0.99	00:00:01:666	-	-	-	-	-	-	-	-
501268.18	21:24:18:141	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Saccade	-	4	4.00	3.42	606.19	358.37	639.19	337.68	526.78	398.74	-	-	0.01	-0.05	1.00	0.06	-0.10	0.99	00:00:01:666	-	-	-	-	-	-	-	-
501284.82	21:24:18:158	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Saccade	-	4	3.86	3.38	655.51	357.34	688.50	343.60	571.47	391.96	-	-	-0.04	-0.05	1.00	0.02	-0.09	1.00	00:00:01:707	-	-	-	-	-	-	-	-
501301.39	21:24:18:174	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Saccade	-	4	3.94	3.44	690.75	364.75	718.38	350.81	608.60	397.20	-	-	-0.06	-0.06	1.00	-0.01	-0.10	1.00	00:00:01:707	-	-	-	-	-	-	-	-
501318.21	21:24:18:191	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	4	3.96	3.40	688.58	361.96	718.05	349.59	604.93	393.84	-	-	-0.06	-0.06	1.00	-0.01	-0.09	1.00	00:00:01:707	-	-	-	-	-	-	-	-
501334.70	21:24:18:208	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	4	3.98	3.42	688.66	364.21	717.13	351.88	605.90	395.48	-	-	-0.06	-0.06	1.00	-0.01	-0.10	1.00	00:00:01:749	-	-	-	-	-	-	-	-
501351.05	21:24:18:224	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	4	3.96	3.42	688.86	363.93	716.39	350.07	606.97	396.34	-	-	-0.06	-0.06	1.00	-0.01	-0.10	1.00	00:00:01:749	-	-	-	-	-	-	-	-
501368.46	21:24:18:242	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	4	3.96	3.42	687.91	362.66	715.31	349.61	606.20	394.33	-	-	-0.06	-0.06	1.00	-0.01	-0.09	1.00	00:00:01:791	-	-	-	-	-	-	-	-
501384.33	21:24:18:257	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	4	3.96	3.44	687.18	363.40	716.36	350.85	603.92	395.24	-	-	-0.06	-0.06	1.00	-0.01	-0.10	1.00	00:00:01:791	-	-	-	-	-	-	-	-
501401.13	21:24:18:274	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	4	3.98	3.44	686.54	363.63	713.84	349.86	605.05	395.85	-	-	-0.06	-0.06	1.00	-0.01	-0.10	1.00	00:00:01:791	-	-	-	-	-	-	-	-
501418.18	21:24:18:291	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	4	3.96	3.44	687.29	363.36	715.10	349.60	605.28	395.82	-	-	-0.06	-0.06	1.00	-0.01	-0.10	1.00	00:00:01:832	-	-	-	-	-	-	-	-
501434.16	21:24:18:307	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	4	3.96	3.44	687.13	363.40	715.22	349.71	604.90	395.89	-	-	-0.06	-0.06	1.00	-0.01	-0.10	1.00	00:00:01:832	-	-	-	-	-	-	-	-
501450.97	21:24:18:324	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	4	3.96	3.42	688.05	363.93	716.23	350.63	605.64	396.06	-	-	-0.06	-0.06	1.00	-0.01	-0.10	1.00	00:00:01:832	-	-	-	-	-	-	-	-
501467.33	21:24:18:340	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	4	3.94	3.44	687.68	363.37	715.07	349.82	606.02	395.47	-	-	-0.06	-0.06	1.00	-0.01	-0.10	1.00	00:00:01:874	-	-	-	-	-	-	-	-
501484.41	21:24:18:358	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	4	3.94	3.44	688.66	364.26	715.67	349.96	607.27	396.86	-	-	-0.06	-0.06	1.00	-0.01	-0.10	1.00	00:00:01:874	-	-	-	-	-	-	-	-
501501.11	21:24:18:374	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	4	3.92	3.44	689.46	363.43	717.00	349.29	607.52	396.18	-	-	-0.06	-0.06	1.00	-0.01	-0.10	1.00	00:00:01:916	-	-	-	-	-	-	-	-
501517.23	21:24:18:390	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	4	4.00	3.44	687.90	364.14	713.80	348.50	607.59	397.60	-	-	-0.06	-0.06	1.00	-0.01	-0.10	1.00	00:00:01:916	-	-	-	-	-	-	-	-
501534.15	21:24:18:407	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	4	3.96	3.42	688.72	363.73	715.97	349.62	607.09	396.30	-	-	-0.06	-0.06	1.00	-0.01	-0.10	1.00	00:00:01:957	-	-	-	-	-	-	-	-
501550.32	21:24:18:423	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	4	3.98	3.44	689.26	364.30	716.00	350.04	608.05	396.77	-	-	-0.06	-0.06	1.00	-0.01	-0.10	1.00	00:00:01:957	-	-	-	-	-	-	-	-
501567.40	21:24:18:440	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	4	4.02	3.50	688.94	364.72	715.95	350.11	607.53	397.61	-	-	-0.06	-0.06	1.00	-0.01	-0.10	1.00	00:00:01:957	-	-	-	-	-	-	-	-
501583.74	21:24:18:457	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	4	4.02	3.44	688.82	365.08	716.24	352.18	607.03	396.44	-	-	-0.06	-0.06	1.00	-0.01	-0.10	1.00	00:00:01:999	-	-	-	-	-	-	-	-
501600.04	21:24:18:473	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	4	4.02	3.48	688.97	365.20	715.85	351.37	607.66	397.23	-	-	-0.06	-0.06	1.00	-0.01	-0.10	1.00	00:00:01:999	-	-	-	-	-	-	-	-
501617.27	21:24:18:490	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	4	4.04	3.46	688.12	365.60	714.92	350.95	606.98	398.36	-	-	-0.06	-0.06	1.00	-0.01	-0.10	1.00	00:00:02:041	-	-	-	-	-	-	-	-
501633.20	21:24:18:506	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	4	4.02	3.50	687.70	366.40	713.47	350.84	607.54	399.54	-	-	-0.06	-0.06	1.00	-0.01	-0.10	1.00	00:00:02:041	-	-	-	-	-	-	-	-
501650.18	21:24:18:523	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	4	4.04	3.54	687.75	366.32	713.76	353.30	607.32	397.09	-	-	-0.06	-0.06	1.00	-0.01	-0.10	1.00	00:00:02:041	-	-	-	-	-	-	-	-
501666.47	21:24:18:540	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	4	4.04	3.56	687.94	366.82	715.36	353.88	606.25	398.05	-	-	-0.06	-0.06	1.00	-0.01	-0.10	1.00	00:00:02:082	-	-	-	-	-	-	-	-
501682.94	21:24:18:556	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	4	4.04	3.56	689.61	365.42	716.14	353.00	608.53	395.94	-	-	-0.06	-0.06	1.00	-0.01	-0.10	1.00	00:00:02:082	-	-	-	-	-	-	-	-
501699.86	21:24:18:573	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	4	4.04	3.56	688.40	365.85	714.94	352.59	607.46	397.13	-	-	-0.06	-0.06	1.00	-0.01	-0.10	1.00	00:00:02:082	-	-	-	-	-	-	-	-
501716.21	21:24:18:589	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	4	4.04	3.58	688.18	365.98	716.07	351.99	606.06	398.53	-	-	-0.06	-0.06	1.00	-0.01	-0.10	1.00	00:00:02:124	-	-	-	-	-	-	-	-
501732.89	21:24:18:606	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	4	4.04	3.58	687.95	367.56	713.75	353.37	607.74	399.30	-	-	-0.06	-0.06	1.00	-0.01	-0.10	1.00	00:00:02:124	-	-	-	-	-	-	-	-
501749.59	21:24:18:623	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	4	4.06	3.58	688.43	366.66	715.37	352.02	607.17	399.38	-	-	-0.06	-0.06	1.00	-0.01	-0.10	1.00	00:00:02:166	-	-	-	-	-	-	-	-
501765.93	21:24:18:639	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	4	4.06	3.58	688.50	366.80	715.16	351.41	607.49	400.09	-	-	-0.06	-0.06	1.00	-0.01	-0.10	0.99	00:00:02:166	-	-	-	-	-	-	-	-
501782.79	21:24:18:656	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	4	4.06	3.58	686.52	368.60	712.82	353.90	606.02	400.93	-	-	-0.06	-0.06	1.00	-0.01	-0.10	0.99	00:00:02:166	-	-	-	-	-	-	-	-
501799.25	21:24:18:672	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	4	4.06	3.60	685.60	366.75	712.36	351.88	604.77	399.58	-	-	-0.06	-0.06	1.00	-0.01	-0.10	1.00	00:00:02:207	-	-	-	-	-	-	-	-
501816.75	21:24:18:690	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	4	4.10	3.60	686.99	366.61	713.14	350.74	606.57	400.18	-	-	-0.06	-0.06	1.00	-0.01	-0.10	0.99	00:00:02:207	-	-	-	-	-	-	-	-
501832.85	21:24:18:706	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	4	4.10	3.60	686.59	366.59	713.16	351.17	605.83	399.90	-	-	-0.06	-0.06	1.00	-0.01	-0.10	1.00	00:00:02:249	-	-	-	-	-	-	-	-
501848.87	21:24:18:722	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	4	4.08	3.60	685.84	367.30	711.50	352.63	605.96	399.44	-	-	-0.05	-0.06	1.00	-0.01	-0.10	1.00	00:00:02:249	-	-	-	-	-	-	-	-
501866.29	21:24:18:739	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	4	4.16	3.60	686.86	366.52	713.48	351.59	606.03	399.39	-	-	-0.06	-0.06	1.00	-0.01	-0.10	1.00	00:00:02:249	-	-	-	-	-	-	-	-
501882.11	21:24:18:755	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	4	4.08	3.62	687.08	367.66	712.96	354.04	606.87	398.87	-	-	-0.06	-0.06	1.00	-0.01	-0.10	1.00	00:00:02:291	-	-	-	-	-	-	-	-
501898.99	21:24:18:772	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	4	4.16	3.60	688.52	368.74	713.86	355.07	608.66	399.70	-	-	-0.06	-0.06	1.00	-0.01	-0.10	1.00	00:00:02:291	-	-	-	-	-	-	-	-
501915.57	21:24:18:789	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	4	4.14	3.58	688.06	368.01	714.12	355.37	607.57	398.32	-	-	-0.06	-0.06	1.00	-0.01	-0.10	1.00	00:00:02:291	-	-	-	-	-	-	-	-
501932.07	21:24:18:805	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	4	4.08	3.60	688.20	368.36	712.88	352.43	609.00	401.24	-	-	-0.06	-0.06	1.00	-0.01	-0.10	0.99	00:00:02:332	-	-	-	-	-	-	-	-
501948.90	21:24:18:822	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	4	4.08	3.60	688.02	368.63	712.02	354.64	609.41	399.35	-	-	-0.06	-0.06	1.00	-0.01	-0.10	1.00	00:00:02:332	-	-	-	-	-	-	-	-
501965.21	21:24:18:838	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	4	4.08	3.58	687.14	367.26	713.35	352.96	606.64	399.29	-	-	-0.06	-0.06	1.00	-0.01	-0.10	1.00	00:00:02:374	-	-	-	-	-	-	-	-
501982.05	21:24:18:855	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	4	4.08	3.58	686.65	367.18	712.83	353.27	606.22	398.84	-	-	-0.06	-0.06	1.00	-0.01	-0.10	1.00	00:00:02:374	-	-	-	-	-	-	-	-
502000.14	21:24:18:873	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	4	4.06	3.58	686.96	368.60	712.97	354.78	606.65	399.97	-	-	-0.06	-0.06	1.00	-0.01	-0.10	1.00	00:00:02:416	-	-	-	-	-	-	-	-
502014.93	21:24:18:888	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	4	4.06	3.58	686.88	368.15	712.41	352.97	607.03	400.68	-	-	-0.06	-0.06	1.00	-0.01	-0.10	0.99	00:00:02:416	-	-	-	-	-	-	-	-
502031.77	21:24:18:905	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Saccade	-	5	4.06	3.58	686.27	367.33	712.17	352.59	606.16	399.64	-	-	-0.06	-0.06	1.00	-0.01	-0.10	1.00	00:00:02:416	-	-	-	-	-	-	-	-
502048.33	21:24:18:921	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Saccade	-	5	4.08	3.44	687.15	379.49	710.16	361.24	609.68	412.79	-	-	-0.05	-0.07	1.00	-0.01	-0.11	0.99	00:00:02:457	-	-	-	-	-	-	-	-
502064.85	21:24:18:938	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Saccade	-	5	4.04	3.56	689.90	415.55	710.47	399.92	614.53	441.68	-	-	-0.05	-0.10	0.99	-0.02	-0.13	0.99	00:00:02:457	-	-	-	-	-	-	-	-
502081.63	21:24:18:955	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	5	4.06	3.58	690.28	419.60	711.89	403.88	613.97	445.97	-	-	-0.06	-0.10	0.99	-0.01	-0.14	0.99	00:00:02:499	-	-	-	-	-	-	-	-
502097.91	21:24:18:971	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	5	4.06	3.56	690.65	420.60	710.68	405.09	615.71	445.82	-	-	-0.05	-0.11	0.99	-0.02	-0.14	0.99	00:00:02:499	-	-	-	-	-	-	-	-
502114.96	21:24:18:988	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	5	4.08	3.50	690.94	422.55	713.54	404.08	613.78	451.81	-	-	-0.06	-0.10	0.99	-0.01	-0.14	0.99	00:00:02:541	-	-	-	-	-	-	-	-
502131.38	21:24:19:004	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	5	4.06	3.54	692.30	419.19	715.27	404.77	614.57	445.06	-	-	-0.06	-0.10	0.99	-0.02	-0.14	0.99	00:00:02:541	-	-	-	-	-	-	-	-
502147.83	21:24:19:021	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	5	4.02	3.56	692.25	420.01	713.64	405.56	615.90	445.01	-	-	-0.06	-0.11	0.99	-0.02	-0.14	0.99	00:00:02:541	-	-	-	-	-	-	-	-
502164.62	21:24:19:038	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	5	4.06	3.54	692.85	420.79	714.71	404.71	616.08	447.59	-	-	-0.06	-0.10	0.99	-0.02	-0.14	0.99	00:00:02:582	-	-	-	-	-	-	-	-
502180.96	21:24:19:054	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	5	4.06	3.52	691.03	420.70	714.67	405.32	612.88	447.72	-	-	-0.06	-0.11	0.99	-0.01	-0.14	0.99	00:00:02:582	-	-	-	-	-	-	-	-
502197.54	21:24:19:071	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	5	4.06	3.52	693.32	419.96	718.24	405.17	613.78	447.19	-	-	-0.06	-0.11	0.99	-0.01	-0.14	0.99	00:00:02:582	-	-	-	-	-	-	-	-
502214.51	21:24:19:088	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	5	4.06	3.54	693.52	419.68	716.95	403.79	615.30	447.24	-	-	-0.06	-0.10	0.99	-0.02	-0.14	0.99	00:00:02:624	-	-	-	-	-	-	-	-
502230.63	21:24:19:104	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	5	4.02	3.54	692.45	418.27	716.37	404.80	613.83	443.80	-	-	-0.06	-0.10	0.99	-0.01	-0.14	0.99	00:00:02:624	-	-	-	-	-	-	-	-
502247.48	21:24:19:121	Trial001	Jonathan-1-recording.avi	0.00	19399.71	Jonathan - antihistamine 1	Coral	100.00	Eye	-	Visual Intake	-	5	4.02	3.56	691.52	417.69	713.76	401.42	614.54	445.16	-	-	-0.06	-0.10	0.99	-0.02	-0.14	0.99	00:00:02:666	-	-	-	-	-	-	-	-
