## [BeGaze]
## Converted from:	F:\SMI-A\Datapluseyetrack\Participant 1-[1a9076ea-ef2c-4c0b-bd9d-37769ae604b9]\Participant 1-1-unified.smi
## Date:	04.11.2015 16:29:07
## Version:	BeGaze 3.6.40
## IDF Version:	10
## Sample Rate:	60
## Separator Type:	Trial
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	2949
## Reversed:	none
## [Run]
## Subject:	Participant 1
## Description:	Run1
## [Calibration]
## Calibration Area:	1280	960
## [Geometry]
## Stimulus Dimension [mm]:	1280	960
## Head Distance [mm]:	1450
## [Hardware Setup]
## System ID:	
## Operating System :	
## IView X Version:	
## [Filter Settings]
## Heuristics:	False
## Heuristics Stage:	0
## Bilateral:	False
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	, RIGHT
##
Time	Type	Trial	B POR X [px]	B POR Y [px]
376380349	SMP	1	687.82	515.55	
376396467	SMP	1	688.54	516.12	
376412941	SMP	1	687.25	513.97	
376429934	SMP	1	688.78	512.35	
376446001	SMP	1	690.69	512.05	
376462991	SMP	1	689.23	511.66	
376479494	SMP	1	688.43	512.09	
376495828	SMP	1	689.20	511.93	
376513187	SMP	1	689.18	511.85	
376529016	SMP	1	689.54	507.48	
376546084	SMP	1	688.81	509.64	
376562602	SMP	1	689.89	508.09	
376578779	SMP	1	690.12	507.14	
376596133	SMP	1	690.59	504.91	
376612002	SMP	1	689.53	505.69	
376628904	SMP	1	689.25	506.93	
376645300	SMP	1	690.33	506.43	
376661829	SMP	1	689.71	506.76	
376678710	SMP	1	688.75	507.14	
376694979	SMP	1	688.49	504.80	
376711978	SMP	1	689.73	503.84	
376728377	SMP	1	689.06	503.71	
376744923	SMP	1	688.54	502.62	
376761580	SMP	1	689.30	503.94	
376778152	SMP	1	688.58	501.88	
376794828	SMP	1	689.12	504.25	
376811786	SMP	1	688.70	502.68	
376827827	SMP	1	690.30	502.22	
376844837	SMP	1	688.47	503.43	
376861116	SMP	1	689.82	502.80	
376878071	SMP	1	690.20	502.91	
376894496	SMP	1	690.93	502.03	
376910850	SMP	1	691.47	501.31	
376927565	SMP	1	691.00	503.67	
376944081	SMP	1	691.63	501.64	
376961096	SMP	1	692.09	502.55	
376977472	SMP	1	691.24	502.59	
376993678	SMP	1	693.11	502.10	
377010602	SMP	1	692.61	502.58	
377026883	SMP	1	694.78	501.42	
377043610	SMP	1	693.15	502.89	
377060349	SMP	1	693.49	502.65	
377076649	SMP	1	693.57	503.19	
377093468	SMP	1	693.19	504.01	
377109914	SMP	1	693.38	504.57	
377126403	SMP	1	693.95	504.55	
377143466	SMP	1	694.45	505.68	
377159892	SMP	1	695.42	505.64	
377176373	SMP	1	694.29	505.00	
377192809	SMP	1	694.67	506.26	
377209702	SMP	1	694.03	506.36	
377226448	SMP	1	694.01	507.21	
377242862	SMP	1	694.50	506.65	
377259820	SMP	1	694.52	507.03	
377275920	SMP	1	694.59	507.47	
377293043	SMP	1	694.45	505.12	
377309476	SMP	1	695.72	507.50	
377325700	SMP	1	695.26	509.10	
377342913	SMP	1	694.90	509.64	
377358860	SMP	1	693.79	511.12	
377375700	SMP	1	694.46	507.62	
377392195	SMP	1	692.65	509.77	
377408576	SMP	1	692.19	510.25	
377425374	SMP	1	693.20	508.76	
377441945	SMP	1	693.12	511.64	
377458754	SMP	1	695.58	510.10	
377475257	SMP	1	690.60	509.87	
377491527	SMP	1	690.90	510.30	
377508469	SMP	1	690.89	510.87	
377524784	SMP	1	692.16	508.86	
377541784	SMP	1	691.06	510.58	
377558302	SMP	1	693.12	506.70	
377574808	SMP	1	693.62	508.05	
377591396	SMP	1	694.29	509.04	
377607819	SMP	1	694.58	507.55	
377624747	SMP	1	693.71	509.83	
377641141	SMP	1	693.70	507.03	
377657521	SMP	1	694.80	506.76	
377674339	SMP	1	695.08	507.03	
377690919	SMP	1	693.57	507.58	
377707349	SMP	1	693.80	508.95	
377724284	SMP	1	693.88	507.99	
377740651	SMP	1	693.32	508.67	
377757350	SMP	1	692.38	509.50	
377773851	SMP	1	694.26	507.24	
377790258	SMP	1	693.99	506.06	
377807571	SMP	1	695.17	507.51	
377823566	SMP	1	694.90	507.15	
377840656	SMP	1	693.16	506.06	
377856827	SMP	1	693.55	505.59	
377873594	SMP	1	694.27	504.96	
377890096	SMP	1	693.65	506.91	
377906353	SMP	1	691.95	506.90	
377923830	SMP	1	691.35	506.29	
377939856	SMP	1	691.60	506.51	
377956953	SMP	1	692.16	507.89	
377973141	SMP	1	692.30	508.40	
377989486	SMP	1	690.19	509.78	
378006417	SMP	1	690.31	510.04	
378022908	SMP	1	693.99	509.67	
378039166	SMP	1	695.42	509.55	
378056139	SMP	1	695.64	509.14	
378072465	SMP	1	694.40	509.30	
378089360	SMP	1	694.00	508.65	
378105983	SMP	1	694.95	508.16	
378122170	SMP	1	691.97	508.41	
378139193	SMP	1	692.23	509.39	
378155317	SMP	1	691.76	510.47	
378172191	SMP	1	692.22	508.48	
378188707	SMP	1	690.73	509.55	
378205293	SMP	1	690.23	509.11	
378221934	SMP	1	690.75	509.00	
378238250	SMP	1	690.82	508.88	
378255471	SMP	1	692.25	510.66	
378272154	SMP	1	691.91	509.55	
378288140	SMP	1	698.71	508.74	
378304795	SMP	1	698.69	509.78	
378321299	SMP	1	698.74	509.19	
378338539	SMP	1	692.66	509.76	
378354946	SMP	1	692.23	511.99	
378371129	SMP	1	691.47	512.03	
378387944	SMP	1	692.42	511.60	
378404460	SMP	1	689.84	511.43	
378421491	SMP	1	689.47	511.16	
378437595	SMP	1	689.41	513.24	
378454041	SMP	1	686.03	512.00	
378470978	SMP	1	683.16	514.66	
378487311	SMP	1	683.36	514.00	
378504435	SMP	1	683.04	514.27	
378520598	SMP	1	682.91	514.39	
378536957	SMP	1	683.51	514.33	
378554428	SMP	1	683.98	513.81	
378570294	SMP	1	683.48	514.60	
378587262	SMP	1	682.53	514.80	
378603454	SMP	1	682.40	513.01	
378620115	SMP	1	682.01	512.00	
378636970	SMP	1	682.55	512.52	
378653309	SMP	1	682.02	512.23	
378669863	SMP	1	682.64	513.44	
378686695	SMP	1	684.64	510.92	
378703168	SMP	1	683.71	511.64	
378719990	SMP	1	683.97	509.22	
378736206	SMP	1	684.08	509.75	
378753504	SMP	1	684.29	510.02	
378769963	SMP	1	684.37	510.82	
378786108	SMP	1	684.33	510.96	
378802972	SMP	1	688.58	510.18	
378819206	SMP	1	687.27	509.18	
378836143	SMP	1	686.87	510.86	
378852968	SMP	1	688.97	511.40	
378869081	SMP	1	688.47	509.81	
378885757	SMP	1	687.17	510.94	
378902350	SMP	1	688.62	510.40	
378919264	SMP	1	687.75	512.17	
378936071	SMP	1	687.64	510.99	
378952073	SMP	1	688.57	510.85	
378969019	SMP	1	688.99	509.98	
378985354	SMP	1	688.68	509.94	
379002073	SMP	1	692.27	509.72	
379018684	SMP	1	690.22	507.91	
379035090	SMP	1	688.37	508.97	
379052097	SMP	1	690.34	506.67	
379068116	SMP	1	688.40	506.89	
379084908	SMP	1	689.45	506.32	
379101574	SMP	1	689.08	507.42	
379118051	SMP	1	690.14	506.49	
379134638	SMP	1	688.84	507.12	
379151061	SMP	1	688.11	507.18	
379167876	SMP	1	688.50	507.35	
379184307	SMP	1	689.59	507.11	
379200892	SMP	1	689.87	506.20	
379217652	SMP	1	688.94	506.92	
379233968	SMP	1	703.98	513.43	
379250970	SMP	1	810.76	548.42	
379267842	SMP	1	894.19	592.70	
379283812	SMP	1	1129.27	686.11	
379300914	SMP	1	925.02	523.70	
379316923	SMP	1	1126.05	678.86	
379333849	SMP	1	1105.65	663.41	
379350537	SMP	1	923.04	514.46	
379366793	SMP	1	922.07	516.52	
379383889	SMP	1	1124.79	673.41	
379400071	SMP	1	921.70	514.20	
379416839	SMP	1	920.49	512.83	
379433576	SMP	1	920.54	511.61	
379449901	SMP	1	1083.10	646.51	
379466784	SMP	1	919.16	513.24	
379483326	SMP	1	921.96	514.68	
379499883	SMP	1	918.13	513.56	
379516132	SMP	1	915.50	513.16	
379532793	SMP	1	917.66	510.06	
379549785	SMP	1	914.29	509.34	
379566193	SMP	1	912.68	511.23	
379582626	SMP	1	911.72	511.18	
379599709	SMP	1	908.82	511.59	
379615621	SMP	1	1084.78	659.78	
379632712	SMP	1	903.47	510.48	
379648787	SMP	1	1021.63	619.95	
379665982	SMP	1	1062.49	651.21	
379682744	SMP	1	988.92	602.16	
379698839	SMP	1	1021.25	629.08	
379715590	SMP	1	965.84	586.04	
379731937	SMP	1	959.89	586.70	
379749031	SMP	1	941.92	570.86	
379765785	SMP	1	937.19	568.61	
379781687	SMP	1	924.51	557.21	
379798499	SMP	1	916.03	550.60	
379815210	SMP	1	909.42	548.61	
379831564	SMP	1	905.60	548.70	
379848453	SMP	1	903.88	543.76	
379864738	SMP	1	895.04	540.80	
379881529	SMP	1	891.13	534.05	
379898503	SMP	1	879.93	523.24	
379914849	SMP	1	874.54	519.04	
379931523	SMP	1	877.84	528.54	
379947834	SMP	1	869.76	520.49	
379964560	SMP	1	866.18	517.38	
379981399	SMP	1	870.44	520.86	
379997717	SMP	1	861.84	519.49	
380014427	SMP	1	854.33	512.90	
380030653	SMP	1	852.25	510.87	
380047895	SMP	1	852.85	510.92	
380064337	SMP	1	848.22	508.57	
380080450	SMP	1	846.09	504.18	
380097418	SMP	1	844.97	506.91	
380113642	SMP	1	842.41	504.83	
380130596	SMP	1	844.98	506.67	
380147268	SMP	1	840.11	503.94	
380163391	SMP	1	836.26	501.89	
380180309	SMP	1	832.11	503.03	
380196670	SMP	1	818.78	509.22	
380213566	SMP	1	818.76	505.24	
380230156	SMP	1	818.66	502.74	
380246247	SMP	1	820.29	514.90	
380263589	SMP	1	819.19	504.67	
380279551	SMP	1	818.00	507.75	
380296287	SMP	1	817.44	506.46	
380313288	SMP	1	814.74	507.80	
380329389	SMP	1	814.47	506.59	
380346161	SMP	1	806.98	507.93	
380362544	SMP	1	808.61	509.52	
380379826	SMP	1	805.03	508.93	
380396052	SMP	1	806.25	510.35	
380412344	SMP	1	804.44	506.09	
380429126	SMP	1	802.38	508.85	
380445550	SMP	1	801.09	507.86	
380462451	SMP	1	798.72	506.28	
380478843	SMP	1	799.30	505.73	
380495287	SMP	1	798.56	505.48	
380512152	SMP	1	797.26	508.18	
380528802	SMP	1	795.92	508.08	
380545842	SMP	1	795.97	506.44	
380562027	SMP	1	796.31	509.46	
380578308	SMP	1	795.17	504.73	
380595028	SMP	1	796.58	502.00	
380611563	SMP	1	794.96	502.90	
380628545	SMP	1	794.13	503.46	
380644916	SMP	1	796.36	503.51	
380661434	SMP	1	795.55	503.04	
380678582	SMP	1	797.49	506.57	
380694543	SMP	1	797.98	502.55	
380711700	SMP	1	795.87	503.03	
380728042	SMP	1	793.66	504.40	
380744289	SMP	1	794.03	503.66	
380761577	SMP	1	792.54	503.65	
380777496	SMP	1	787.99	499.14	
380794334	SMP	1	788.07	497.94	
380810905	SMP	1	787.57	497.94	
380827162	SMP	1	785.36	496.52	
380843936	SMP	1	782.55	495.67	
380860339	SMP	1	781.24	497.07	
380877070	SMP	1	778.10	498.78	
380893706	SMP	1	777.55	499.53	
380910147	SMP	1	775.74	496.14	
380926872	SMP	1	773.79	498.06	
380943417	SMP	1	773.13	497.02	
380960085	SMP	1	772.50	506.79	
380976602	SMP	1	773.97	507.28	
380993098	SMP	1	777.05	506.93	
381009857	SMP	1	773.24	508.88	
381026419	SMP	1	772.96	509.78	
381042963	SMP	1	773.59	507.35	
381059880	SMP	1	774.44	507.39	
381076218	SMP	1	776.60	509.39	
381092901	SMP	1	772.34	507.69	
381109465	SMP	1	770.17	507.84	
381126136	SMP	1	769.88	505.60	
381142804	SMP	1	770.31	505.32	
381159167	SMP	1	769.97	504.83	
381175924	SMP	1	768.80	502.60	
381192239	SMP	1	767.40	502.42	
381209398	SMP	1	766.39	504.00	
381225819	SMP	1	766.44	504.03	
381242388	SMP	1	765.56	502.00	
381259124	SMP	1	764.92	502.76	
381275311	SMP	1	763.63	501.92	
381292002	SMP	1	764.93	500.71	
381309075	SMP	1	761.94	500.17	
381325056	SMP	1	761.81	502.09	
381342310	SMP	1	757.44	500.89	
381358330	SMP	1	760.31	501.12	
381375663	SMP	1	756.10	504.45	
381391628	SMP	1	756.63	503.70	
381408319	SMP	1	756.02	502.32	
381425059	SMP	1	756.50	502.81	
381441608	SMP	1	756.80	502.39	
381458244	SMP	1	757.84	503.22	
381474885	SMP	1	758.24	503.26	
381491106	SMP	1	759.29	501.94	
381508301	SMP	1	756.40	503.40	
381524487	SMP	1	756.40	504.26	
381541136	SMP	1	756.91	505.33	
381558011	SMP	1	758.28	504.44	
381574039	SMP	1	756.47	505.28	
381590805	SMP	1	758.63	503.04	
381607206	SMP	1	758.99	505.25	
381623900	SMP	1	757.76	506.88	
381641219	SMP	1	759.37	506.30	
381657023	SMP	1	758.13	506.58	
381673908	SMP	1	759.75	506.07	
381690331	SMP	1	760.37	504.94	
381706851	SMP	1	759.35	505.93	
381723863	SMP	1	758.92	506.68	
381740076	SMP	1	759.03	507.82	
381756983	SMP	1	770.17	513.73	
381773388	SMP	1	830.39	538.98	
381789768	SMP	1	827.57	536.29	
381806664	SMP	1	827.54	536.13	
381822962	SMP	1	829.17	537.74	
381840230	SMP	1	829.48	535.73	
381856259	SMP	1	832.23	539.92	
381872813	SMP	1	832.51	533.82	
381889631	SMP	1	831.42	535.92	
381905803	SMP	1	832.49	539.38	
381922533	SMP	1	831.20	536.21	
381939554	SMP	1	832.05	537.03	
381955775	SMP	1	829.06	536.56	
381972570	SMP	1	830.26	536.58	
381988918	SMP	1	829.82	535.19	
382005791	SMP	1	830.13	535.89	
382022387	SMP	1	827.09	534.38	
382038690	SMP	1	825.73	535.33	
382055346	SMP	1	772.26	543.75	
382071906	SMP	1	745.87	545.05	
382088771	SMP	1	746.92	544.12	
382105479	SMP	1	745.15	542.87	
382121653	SMP	1	746.76	540.79	
382138468	SMP	1	745.37	543.68	
382154762	SMP	1	746.52	540.25	
382171486	SMP	1	748.64	540.77	
382188208	SMP	1	747.66	540.25	
382204506	SMP	1	749.71	536.03	
382221455	SMP	1	750.05	532.91	
382237740	SMP	1	753.17	532.78	
382254668	SMP	1	752.70	533.44	
382271310	SMP	1	753.34	529.74	
382287781	SMP	1	753.48	529.97	
382304528	SMP	1	753.06	530.47	
382320977	SMP	1	752.99	530.24	
382337980	SMP	1	753.47	529.73	
382354183	SMP	1	753.47	528.85	
382370703	SMP	1	753.32	528.69	
382387395	SMP	1	752.87	527.71	
382403967	SMP	1	755.98	530.32	
382420769	SMP	1	761.01	529.77	
382437060	SMP	1	761.39	529.89	
382453678	SMP	1	762.46	530.13	
382470494	SMP	1	762.35	529.82	
382486920	SMP	1	764.71	529.20	
382503778	SMP	1	764.29	528.73	
382520316	SMP	1	763.02	530.33	
382536692	SMP	1	763.31	530.49	
382553520	SMP	1	763.30	529.69	
382569916	SMP	1	761.11	528.64	
382586322	SMP	1	761.77	528.09	
382603120	SMP	1	760.90	529.83	
382619541	SMP	1	761.99	528.43	
382636301	SMP	1	761.26	527.99	
382652701	SMP	1	759.06	530.59	
382669896	SMP	1	758.64	530.64	
382685994	SMP	1	758.78	527.57	
382702652	SMP	1	758.07	528.04	
382719852	SMP	1	758.88	529.76	
382735830	SMP	1	758.72	526.54	
382752982	SMP	1	761.39	524.53	
382769190	SMP	1	760.84	523.28	
382785573	SMP	1	760.57	523.77	
382802220	SMP	1	761.18	524.58	
382818857	SMP	1	761.23	522.55	
382835361	SMP	1	761.56	523.24	
382852555	SMP	1	761.14	521.88	
382868420	SMP	1	760.98	520.08	
382885069	SMP	1	760.30	520.64	
382901582	SMP	1	760.60	521.26	
382918533	SMP	1	760.12	521.68	
382935450	SMP	1	761.00	519.83	
382951419	SMP	1	759.61	518.54	
382968696	SMP	1	759.37	518.69	
382984640	SMP	1	759.56	519.32	
383001611	SMP	1	759.49	518.88	
383017972	SMP	1	760.15	518.28	
383034471	SMP	1	758.36	518.52	
383051001	SMP	1	754.31	518.59	
383067716	SMP	1	753.62	520.47	
383084364	SMP	1	754.76	514.97	
383100767	SMP	1	755.13	514.26	
383117528	SMP	1	755.27	515.14	
383134124	SMP	1	753.75	515.78	
383150656	SMP	1	754.42	513.87	
383167429	SMP	1	753.71	513.35	
383183777	SMP	1	753.22	512.55	
383200398	SMP	1	753.02	514.10	
383217087	SMP	1	754.62	514.94	
383233684	SMP	1	752.94	512.74	
383250403	SMP	1	752.17	510.29	
383266961	SMP	1	752.19	510.93	
383283308	SMP	1	751.84	511.20	
383300394	SMP	1	751.16	511.14	
383316399	SMP	1	752.77	510.39	
383333644	SMP	1	752.67	508.82	
383349847	SMP	1	752.35	508.05	
383366169	SMP	1	751.12	511.08	
383382929	SMP	1	751.23	510.72	
383399511	SMP	1	750.51	509.97	
383416218	SMP	1	750.30	508.60	
383432871	SMP	1	750.46	512.07	
383449288	SMP	1	750.25	512.56	
383466092	SMP	1	749.78	513.19	
383482426	SMP	1	749.36	512.45	
383499114	SMP	1	750.27	512.83	
383516222	SMP	1	750.07	512.50	
383532279	SMP	1	749.24	512.31	
383549349	SMP	1	750.57	511.74	
383565456	SMP	1	751.38	512.05	
383582201	SMP	1	750.94	511.24	
383598590	SMP	1	750.95	512.41	
383615392	SMP	1	750.83	511.35	
383632297	SMP	1	750.51	510.11	
383648586	SMP	1	749.81	509.42	
383665219	SMP	1	748.99	515.83	
383682023	SMP	1	746.56	515.41	
383698343	SMP	1	748.31	516.06	
383715304	SMP	1	747.66	512.45	
383731924	SMP	1	746.92	515.70	
383748169	SMP	1	745.27	515.37	
383765177	SMP	1	743.94	516.82	
383781181	SMP	1	743.84	518.14	
383797978	SMP	1	743.52	516.58	
383814692	SMP	1	744.92	514.95	
383831009	SMP	1	745.55	515.79	
383847793	SMP	1	746.32	517.77	
383864217	SMP	1	744.95	519.70	
383881381	SMP	1	745.46	519.05	
383897781	SMP	1	744.23	520.61	
383914120	SMP	1	744.26	521.53	
383930842	SMP	1	746.75	518.88	
383947390	SMP	1	745.98	519.72	
383964047	SMP	1	745.47	518.13	
383980565	SMP	1	745.33	518.59	
383997166	SMP	1	746.46	518.00	
384013820	SMP	1	745.59	516.40	
384030371	SMP	1	744.80	518.08	
384047346	SMP	1	748.73	516.09	
384063684	SMP	1	745.72	515.44	
384080073	SMP	1	746.41	515.18	
384096581	SMP	1	746.11	516.57	
384113254	SMP	1	746.46	516.84	
384130005	SMP	1	748.96	517.27	
384146696	SMP	1	747.39	516.78	
384163043	SMP	1	746.01	516.86	
384179981	SMP	1	747.47	518.48	
384196110	SMP	1	747.07	517.05	
384213030	SMP	1	746.39	517.96	
384229469	SMP	1	747.38	517.45	
384245816	SMP	1	746.70	517.80	
384262541	SMP	1	747.57	518.86	
384279107	SMP	1	746.32	518.73	
384295847	SMP	1	744.66	519.46	
384312504	SMP	1	745.88	520.42	
384329067	SMP	1	747.06	522.98	
384345559	SMP	1	746.09	522.72	
384362330	SMP	1	745.38	522.70	
384378770	SMP	1	747.08	524.29	
384395858	SMP	1	747.08	525.19	
384411762	SMP	1	744.96	524.00	
384428763	SMP	1	744.56	525.60	
384445043	SMP	1	743.95	524.24	
384462066	SMP	1	743.11	524.68	
384478546	SMP	1	743.43	526.03	
384494945	SMP	1	742.45	526.05	
384512032	SMP	1	742.08	526.27	
384528205	SMP	1	742.39	525.59	
384544852	SMP	1	741.73	526.68	
384561676	SMP	1	741.38	527.45	
384577924	SMP	1	739.66	525.32	
384594654	SMP	1	740.87	525.56	
384610948	SMP	1	740.42	525.48	
384628012	SMP	1	739.66	527.14	
384644470	SMP	1	739.63	527.40	
384660902	SMP	1	740.15	528.51	
384677604	SMP	1	739.54	528.07	
384693837	SMP	1	737.62	528.51	
384710975	SMP	1	737.64	528.33	
384727173	SMP	1	737.73	527.71	
384743867	SMP	1	738.89	527.68	
384761064	SMP	1	739.11	527.16	
384777009	SMP	1	739.01	527.59	
384793864	SMP	1	738.02	528.59	
384810728	SMP	1	739.36	526.71	
384826565	SMP	1	738.65	527.48	
384843795	SMP	1	740.44	526.58	
384860097	SMP	1	740.02	526.88	
384876978	SMP	1	739.73	527.04	
384893438	SMP	1	743.03	530.38	
384909680	SMP	1	741.65	529.40	
384926885	SMP	1	742.75	531.52	
384942940	SMP	1	743.63	533.07	
384960000	SMP	1	744.63	531.23	
384976705	SMP	1	743.61	534.45	
384992663	SMP	1	744.30	535.40	
385009531	SMP	1	745.90	534.69	
385025918	SMP	1	743.92	534.37	
385043142	SMP	1	744.63	535.49	
385059594	SMP	1	743.54	535.94	
385075824	SMP	1	743.25	535.44	
385092700	SMP	1	742.85	535.06	
385108720	SMP	1	743.43	534.64	
385125655	SMP	1	739.65	535.75	
385142125	SMP	1	737.56	537.23	
385158648	SMP	1	738.90	537.08	
385175383	SMP	1	738.76	538.72	
385191978	SMP	1	737.76	537.88	
385208833	SMP	1	738.31	537.03	
385225404	SMP	1	736.26	537.87	
385241557	SMP	1	738.28	537.29	
385258393	SMP	1	735.77	536.94	
385274698	SMP	1	736.96	541.80	
385291586	SMP	1	737.85	540.58	
385308631	SMP	1	737.93	539.11	
385324532	SMP	1	731.89	538.43	
385341687	SMP	1	734.98	539.40	
385357690	SMP	1	734.25	539.36	
385374570	SMP	1	733.75	538.83	
385391536	SMP	1	733.64	539.06	
385407725	SMP	1	734.27	539.51	
385424374	SMP	1	733.44	539.28	
385441004	SMP	1	734.57	536.82	
385457736	SMP	1	733.69	540.77	
385474416	SMP	1	732.90	538.04	
385490605	SMP	1	732.79	539.28	
385507281	SMP	1	731.84	541.03	
385523705	SMP	1	732.29	541.84	
385540740	SMP	1	732.66	542.01	
385557418	SMP	1	734.03	541.40	
385573504	SMP	1	732.54	543.20	
385590530	SMP	1	745.84	544.01	
385606697	SMP	1	752.12	536.84	
385623992	SMP	1	752.16	537.77	
385640485	SMP	1	752.94	537.41	
385656518	SMP	1	752.69	537.69	
385673723	SMP	1	753.84	537.68	
385689740	SMP	1	753.66	537.75	
385706335	SMP	1	753.85	537.64	
385723210	SMP	1	754.11	537.02	
385739431	SMP	1	706.27	534.62	
385756197	SMP	1	607.21	504.64	
385772846	SMP	1	500.45	471.86	
385789127	SMP	1	326.72	538.02	
385805924	SMP	1	281.01	545.08	
385822319	SMP	1	288.03	539.91	
385839350	SMP	1	291.41	537.53	
385856275	SMP	1	302.46	529.92	
385872102	SMP	1	298.57	533.50	
385888807	SMP	1	299.96	534.17	
385905320	SMP	1	302.33	531.09	
385921970	SMP	1	304.82	533.87	
385939085	SMP	1	304.85	535.18	
385955208	SMP	1	305.99	533.20	
385971761	SMP	1	308.20	535.44	
385988381	SMP	1	303.03	537.85	
386005051	SMP	1	254.15	570.79	
386021578	SMP	1	258.56	573.66	
386038111	SMP	1	263.46	574.60	
386054844	SMP	1	260.26	583.90	
386071378	SMP	1	277.00	569.88	
386087900	SMP	1	283.18	568.18	
386104531	SMP	1	293.26	566.19	
386121078	SMP	1	299.03	562.69	
386137768	SMP	1	304.81	565.33	
386154174	SMP	1	310.64	562.53	
386170968	SMP	1	327.90	550.48	
386187723	SMP	1	340.59	545.69	
386204050	SMP	1	357.15	544.24	
386220970	SMP	1	393.83	573.79	
386237287	SMP	1	406.65	559.24	
386254475	SMP	1	415.21	560.22	
386270744	SMP	1	421.95	557.16	
386287223	SMP	1	434.15	553.22	
386303906	SMP	1	443.06	547.36	
386320270	SMP	1	454.02	543.75	
386337071	SMP	1	465.40	532.52	
386353692	SMP	1	470.53	534.38	
386369932	SMP	1	476.91	529.92	
386386894	SMP	1	483.55	528.95	
386403464	SMP	1	492.80	521.91	
386420393	SMP	1	500.35	521.78	
386436501	SMP	1	503.77	521.80	
386453151	SMP	1	509.00	518.66	
386470051	SMP	1	511.20	519.50	
386486116	SMP	1	516.29	512.82	
386502946	SMP	1	521.78	509.47	
386520055	SMP	1	525.95	507.50	
386535926	SMP	1	529.36	507.53	
386553296	SMP	1	540.43	507.49	
386569101	SMP	1	541.83	507.07	
386586197	SMP	1	543.29	507.56	
386602484	SMP	1	544.42	504.37	
386619012	SMP	1	542.43	505.09	
386636184	SMP	1	543.78	502.82	
386652137	SMP	1	546.04	502.44	
386669116	SMP	1	544.99	503.18	
386685689	SMP	1	545.24	501.34	
386702005	SMP	1	545.33	497.39	
386718959	SMP	1	545.84	496.99	
386735140	SMP	1	544.94	496.77	
386751948	SMP	1	545.40	495.11	
386768820	SMP	1	544.82	495.57	
386784913	SMP	1	545.99	494.76	
386802117	SMP	1	546.35	493.85	
386818168	SMP	1	545.19	492.13	
386835162	SMP	1	544.19	495.14	
386851621	SMP	1	543.96	492.60	
386867911	SMP	1	544.51	491.93	
386884878	SMP	1	544.38	490.14	
386901187	SMP	1	545.05	492.66	
386917983	SMP	1	544.43	493.01	
386934666	SMP	1	545.68	491.32	
386951020	SMP	1	545.26	491.02	
386967622	SMP	1	544.48	490.38	
386984268	SMP	1	547.84	490.42	
387001086	SMP	1	547.52	489.23	
387017643	SMP	1	549.36	487.18	
387034204	SMP	1	548.23	488.22	
387050892	SMP	1	546.10	490.49	
387067175	SMP	1	545.34	491.58	
387084098	SMP	1	546.79	489.24	
387100930	SMP	1	548.56	487.33	
387116891	SMP	1	547.61	488.14	
387134016	SMP	1	547.67	488.29	
387150165	SMP	1	548.34	487.62	
387166878	SMP	1	549.93	486.63	
387183901	SMP	1	548.89	488.34	
387199974	SMP	1	548.61	489.41	
387216857	SMP	1	548.45	489.09	
387233022	SMP	1	548.65	486.22	
387250301	SMP	1	547.98	488.63	
387266640	SMP	1	548.05	485.75	
387282804	SMP	1	548.65	486.02	
387300037	SMP	1	549.25	487.89	
387316059	SMP	1	549.55	492.26	
387333030	SMP	1	549.07	488.94	
387349705	SMP	1	549.61	491.02	
387365804	SMP	1	549.41	488.32	
387382696	SMP	1	548.70	487.54	
387398996	SMP	1	548.60	489.57	
387415919	SMP	1	548.77	490.07	
387432603	SMP	1	548.54	488.70	
387448789	SMP	1	548.46	490.77	
387465436	SMP	1	548.95	490.04	
387482088	SMP	1	548.19	488.59	
387498588	SMP	1	549.20	488.10	
387515793	SMP	1	549.54	488.87	
387531751	SMP	1	550.34	487.89	
387548635	SMP	1	551.35	486.48	
387565030	SMP	1	551.12	486.36	
387581642	SMP	1	551.80	486.91	
387598356	SMP	1	552.53	484.35	
387614915	SMP	1	552.19	485.40	
387631445	SMP	1	550.23	483.71	
387648299	SMP	1	552.69	482.48	
387664514	SMP	1	552.00	483.84	
387681789	SMP	1	550.62	485.54	
387697794	SMP	1	551.60	485.62	
387714620	SMP	1	551.86	485.29	
387731548	SMP	1	551.86	486.29	
387747669	SMP	1	552.17	485.79	
387764208	SMP	1	552.60	485.79	
387780668	SMP	1	551.90	486.15	
387797674	SMP	1	553.96	484.29	
387814338	SMP	1	554.31	482.78	
387830708	SMP	1	552.92	485.02	
387847692	SMP	1	553.12	483.83	
387863636	SMP	1	553.76	484.57	
387880731	SMP	1	556.68	483.30	
387897273	SMP	1	556.63	484.84	
387913442	SMP	1	556.33	483.27	
387930178	SMP	1	556.65	479.87	
387946538	SMP	1	557.91	477.89	
387963570	SMP	1	557.89	479.35	
387980025	SMP	1	558.22	483.91	
387996386	SMP	1	557.76	481.92	
388013229	SMP	1	548.46	488.08	
388029612	SMP	1	552.76	488.35	
388046427	SMP	1	553.15	489.62	
388062950	SMP	1	553.31	487.25	
388079401	SMP	1	556.64	485.73	
388096269	SMP	1	557.14	484.57	
388112582	SMP	1	557.65	483.87	
388129820	SMP	1	557.57	483.58	
388146210	SMP	1	557.90	488.27	
388162356	SMP	1	559.18	487.37	
388179490	SMP	1	560.84	486.03	
