## [BeGaze]
## Converted from:	F:\SMI-A\Madison test\madison-[d5b25234-9881-432f-aa23-9764dd3f39f6]\madison-1-unified.smi
## Date:	25.11.2015 20:26:48
## Version:	BeGaze 3.6.40
## IDF Version:	10
## Sample Rate:	60
## Separator Type:	Trial
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	5126
## Reversed:	none
## [Run]
## Subject:	madison
## Description:	Run1
## [Calibration]
## Calibration Area:	960	720
## [Geometry]
## Stimulus Dimension [mm]:	960	720
## Head Distance [mm]:	1450
## [Hardware Setup]
## System ID:	
## Operating System :	
## IView X Version:	
## [Filter Settings]
## Heuristics:	False
## Heuristics Stage:	0
## Bilateral:	False
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT
##
Time	Type	Trial	B POR X [px]	B POR Y [px]
469446522	SMP	1	524.85	543.03	
469463335	SMP	1	526.28	539.10	
469479837	SMP	1	526.84	538.32	
469496307	SMP	1	526.19	536.50	
469512906	SMP	1	525.50	534.51	
469529405	SMP	1	525.02	533.79	
469546112	SMP	1	524.47	529.57	
469562692	SMP	1	523.04	526.39	
469579366	SMP	1	523.12	526.78	
469595831	SMP	1	521.90	522.79	
469612468	SMP	1	520.67	518.77	
469629228	SMP	1	519.35	516.18	
469646002	SMP	1	517.07	515.23	
469662288	SMP	1	513.36	509.93	
469678846	SMP	1	511.32	506.94	
469695432	SMP	1	508.75	502.83	
469712150	SMP	1	507.34	500.50	
469729158	SMP	1	505.03	499.16	
469745221	SMP	1	502.32	491.04	
469761825	SMP	1	499.11	491.42	
469778427	SMP	1	499.16	485.11	
469795083	SMP	1	496.48	484.81	
469811598	SMP	1	512.04	485.32	
469828188	SMP	1	590.68	505.24	
469844800	SMP	1	661.86	527.18	
469861459	SMP	1	675.27	524.87	
469878050	SMP	1	672.48	521.31	
469894658	SMP	1	669.20	519.41	
469911279	SMP	1	665.59	515.38	
469927878	SMP	1	661.35	511.00	
469945055	SMP	1	655.58	509.09	
469960913	SMP	1	651.66	507.27	
469977537	SMP	1	647.72	506.11	
469994386	SMP	1	642.97	506.17	
470010744	SMP	1	641.00	505.24	
470027478	SMP	1	636.43	505.11	
470043925	SMP	1	631.15	503.30	
470060690	SMP	1	637.07	504.25	
470077217	SMP	1	704.03	507.94	
470093683	SMP	1	761.28	514.74	
470110362	SMP	1	765.91	513.05	
470126950	SMP	1	759.95	508.09	
470143540	SMP	1	752.38	503.74	
470160074	SMP	1	745.19	500.27	
470176733	SMP	1	738.82	496.34	
470193872	SMP	1	730.33	492.07	
470209944	SMP	1	726.00	489.18	
470226486	SMP	1	716.66	484.15	
470243107	SMP	1	713.22	484.59	
470259838	SMP	1	706.80	481.58	
470276608	SMP	1	700.74	480.58	
470292933	SMP	1	693.92	477.11	
470309425	SMP	1	689.04	475.23	
470326169	SMP	1	682.12	475.77	
470342705	SMP	1	679.07	474.11	
470359518	SMP	1	712.97	460.89	
470375791	SMP	1	790.48	430.95	
470392416	SMP	1	844.56	414.03	
470409095	SMP	1	845.42	408.37	
470425699	SMP	1	833.89	404.96	
470442179	SMP	1	824.51	406.70	
470459537	SMP	1	812.40	404.43	
470475416	SMP	1	805.42	408.22	
470492015	SMP	1	785.73	391.58	
470508573	SMP	1	785.44	408.12	
470525140	SMP	1	769.59	393.39	
470541827	SMP	1	768.32	407.61	
470558466	SMP	1	763.88	405.53	
470574943	SMP	1	751.85	402.26	
470591540	SMP	1	746.44	401.14	
470608209	SMP	1	741.67	399.06	
470625000	SMP	1	762.47	397.96	
470641414	SMP	1	851.54	399.89	
470658039	SMP	1	915.72	396.64	
470674762	SMP	1	910.71	392.35	
470691303	SMP	1	909.55	395.93	
470708020	SMP	1	901.26	394.39	
470724405	SMP	1	876.36	375.83	
470740964	SMP	1	887.43	394.47	
470757923	SMP	1	877.82	394.63	
470774345	SMP	1	872.68	393.39	
470790692	SMP	1	870.97	396.96	
470808049	SMP	1	858.01	391.37	
470823942	SMP	1	858.89	399.88	
470840573	SMP	1	854.80	401.64	
470857136	SMP	1	853.59	405.84	
470873683	SMP	1	844.58	407.53	
470890705	SMP	1	771.50	382.01	
470907553	SMP	1	749.65	372.09	
470923476	SMP	1	751.63	370.85	
470940077	SMP	1	753.22	373.68	
470956756	SMP	1	750.95	371.77	
470973278	SMP	1	750.23	372.00	
470990054	SMP	1	747.83	369.58	
471006408	SMP	1	748.52	369.11	
471023220	SMP	1	746.75	367.16	
471039652	SMP	1	743.60	367.61	
471056297	SMP	1	743.43	367.23	
471073389	SMP	1	740.93	366.75	
471089458	SMP	1	743.51	363.71	
471106092	SMP	1	765.48	326.47	
471122675	SMP	1	771.99	294.60	
471139509	SMP	1	773.50	291.95	
471155863	SMP	1	776.01	292.43	
471172603	SMP	1	774.55	291.29	
471189507	SMP	1	774.04	295.12	
471205824	SMP	1	776.08	296.25	
471222151	SMP	1	775.27	297.56	
471238801	SMP	1	775.47	299.16	
471255378	SMP	1	779.19	300.13	
471272223	SMP	1	766.41	299.64	
471288797	SMP	1	710.99	277.07	
471305166	SMP	1	696.97	272.13	
471321762	SMP	1	697.36	272.62	
471338409	SMP	1	695.87	272.01	
471354968	SMP	1	697.26	272.27	
471371510	SMP	1	697.18	271.34	
471388288	SMP	1	696.36	269.71	
471404754	SMP	1	695.47	270.54	
471421313	SMP	1	696.88	270.02	
471438076	SMP	1	696.92	269.24	
471454803	SMP	1	696.02	270.14	
471471506	SMP	1	695.82	271.34	
471488379	SMP	1	696.95	271.95	
471504462	SMP	1	696.85	272.02	
471520921	SMP	1	698.61	275.05	
471537591	SMP	1	700.17	276.89	
471554076	SMP	1	701.51	277.71	
471570684	SMP	1	701.53	278.99	
471587338	SMP	1	702.13	277.33	
471605224	SMP	1	702.12	279.42	
471620581	SMP	1	705.51	279.81	
471637067	SMP	1	706.71	278.90	
471653663	SMP	1	708.91	278.87	
471670435	SMP	1	710.34	279.01	
471687104	SMP	1	704.01	263.73	
471703411	SMP	1	705.06	222.11	
471720179	SMP	1	706.26	204.36	
471736720	SMP	1	704.31	203.67	
471753299	SMP	1	702.99	203.21	
471769937	SMP	1	704.82	202.98	
471786452	SMP	1	699.35	203.71	
471803263	SMP	1	701.89	204.08	
471820251	SMP	1	702.19	202.68	
471836278	SMP	1	704.41	203.15	
471852798	SMP	1	705.34	202.26	
471869479	SMP	1	704.78	203.66	
471886071	SMP	1	701.80	203.87	
471902586	SMP	1	703.86	201.73	
471919322	SMP	1	699.88	200.74	
471935818	SMP	1	644.02	174.03	
471952419	SMP	1	616.51	154.34	
471968933	SMP	1	619.82	151.07	
471985571	SMP	1	620.98	147.95	
472002227	SMP	1	621.84	149.04	
472019035	SMP	1	623.66	150.13	
472035519	SMP	1	622.85	150.26	
472051945	SMP	1	624.05	148.09	
472068626	SMP	1	625.01	149.78	
472085183	SMP	1	624.19	149.20	
472102689	SMP	1	625.64	149.00	
472118325	SMP	1	626.85	148.41	
472135100	SMP	1	625.38	148.32	
472151540	SMP	1	626.80	147.84	
472168195	SMP	1	628.53	146.83	
472184772	SMP	1	629.39	147.57	
472202013	SMP	1	626.72	155.36	
472217989	SMP	1	570.81	199.19	
472234537	SMP	1	525.98	255.54	
472251097	SMP	1	520.13	274.52	
472268379	SMP	1	523.32	275.73	
472284728	SMP	1	523.50	274.17	
472301028	SMP	1	524.86	273.39	
472317536	SMP	1	525.06	271.49	
472334113	SMP	1	528.14	269.77	
472350773	SMP	1	529.42	268.25	
472367493	SMP	1	532.25	267.18	
472383941	SMP	1	533.36	264.59	
472400491	SMP	1	534.44	264.22	
472417205	SMP	1	535.18	262.55	
472433691	SMP	1	515.42	266.61	
472450300	SMP	1	431.01	274.62	
472466909	SMP	1	364.98	281.43	
472483415	SMP	1	360.44	282.84	
472500202	SMP	1	360.04	280.64	
472516809	SMP	1	363.21	280.28	
472533291	SMP	1	365.76	278.36	
472549916	SMP	1	369.08	276.08	
472566525	SMP	1	372.95	277.62	
472583196	SMP	1	374.97	276.11	
472599739	SMP	1	380.20	274.08	
472616201	SMP	1	382.96	273.81	
472633129	SMP	1	387.34	272.13	
472649585	SMP	1	392.04	272.51	
472666274	SMP	1	395.98	272.40	
472682568	SMP	1	393.09	272.44	
472699283	SMP	1	345.48	266.80	
472715918	SMP	1	321.27	264.83	
472733301	SMP	1	325.34	267.04	
472748942	SMP	1	326.40	269.50	
472765543	SMP	1	328.43	269.73	
472782285	SMP	1	331.78	272.10	
472798796	SMP	1	333.03	273.57	
472815407	SMP	1	335.53	274.68	
472832184	SMP	1	338.44	276.17	
472848579	SMP	1	340.73	274.43	
472865304	SMP	1	345.46	275.82	
472881820	SMP	1	347.40	273.68	
472898313	SMP	1	352.25	274.57	
472914934	SMP	1	355.99	272.52	
472931601	SMP	1	349.64	278.91	
472948160	SMP	1	293.90	331.68	
472964705	SMP	1	254.74	395.39	
472981365	SMP	1	262.51	428.80	
472998046	SMP	1	265.14	425.29	
473014556	SMP	1	270.01	424.82	
473031092	SMP	1	273.19	421.91	
473047673	SMP	1	277.46	417.89	
473065094	SMP	1	279.89	417.41	
473080928	SMP	1	284.53	414.99	
473097441	SMP	1	287.66	414.27	
473114178	SMP	1	291.39	412.58	
473130763	SMP	1	294.46	411.82	
473147749	SMP	1	298.69	415.39	
473163821	SMP	1	302.70	416.34	
473180423	SMP	1	306.86	419.23	
473197093	SMP	1	312.49	419.36	
473213665	SMP	1	316.27	420.63	
473230356	SMP	1	322.42	421.04	
473246806	SMP	1	324.31	420.69	
473263426	SMP	1	337.40	422.60	
473280097	SMP	1	412.51	433.64	
473296571	SMP	1	460.45	441.16	
473313186	SMP	1	461.08	440.66	
473329828	SMP	1	462.76	439.07	
473346642	SMP	1	464.53	436.98	
473363679	SMP	1	465.46	436.40	
473379559	SMP	1	466.53	435.56	
473396202	SMP	1	468.72	432.96	
473412844	SMP	1	469.49	432.74	
473429419	SMP	1	470.53	429.16	
473446031	SMP	1	472.08	429.62	
473462616	SMP	1	473.47	427.75	
473479451	SMP	1	474.57	425.62	
473495774	SMP	1	474.30	422.32	
473512404	SMP	1	474.35	420.05	
473528989	SMP	1	474.17	417.59	
473545546	SMP	1	478.04	415.65	
473562167	SMP	1	543.08	390.75	
473578898	SMP	1	585.52	351.95	
473595381	SMP	1	584.77	348.81	
473611944	SMP	1	580.95	347.26	
473628525	SMP	1	575.11	347.63	
473645156	SMP	1	565.48	348.58	
473661713	SMP	1	559.11	347.52	
473678319	SMP	1	550.78	349.43	
473695476	SMP	1	541.67	348.43	
473711491	SMP	1	533.16	347.02	
473728157	SMP	1	525.45	348.60	
473744689	SMP	1	563.93	345.09	
473761280	SMP	1	668.21	348.40	
473777963	SMP	1	768.22	358.55	
473794487	SMP	1	803.91	352.13	
473811400	SMP	1	784.74	345.95	
473827884	SMP	1	770.78	346.66	
473844745	SMP	1	751.67	342.42	
473860903	SMP	1	732.38	338.50	
473877464	SMP	1	714.18	334.32	
473894144	SMP	1	698.69	334.94	
473910684	SMP	1	683.06	335.60	
473927382	SMP	1	666.77	335.55	
473943827	SMP	1	653.10	336.75	
473960389	SMP	1	643.09	337.00	
473977079	SMP	1	632.89	339.42	
473993656	SMP	1	622.61	341.63	
474010467	SMP	1	612.79	346.25	
474026790	SMP	1	628.94	347.97	
474043499	SMP	1	720.70	352.61	
474060003	SMP	1	792.37	358.60	
474076626	SMP	1	791.75	356.54	
474093145	SMP	1	775.71	355.61	
474109785	SMP	1	765.52	352.52	
474126436	SMP	1	755.48	353.13	
474144110	SMP	1	746.29	352.84	
474159536	SMP	1	736.62	353.02	
474176143	SMP	1	732.09	352.55	
474192936	SMP	1	727.10	352.23	
474209426	SMP	1	723.32	353.91	
474225935	SMP	1	720.35	353.81	
474242509	SMP	1	717.44	355.24	
474259548	SMP	1	717.19	355.14	
474275965	SMP	1	716.90	356.36	
474292288	SMP	1	717.31	359.13	
474308897	SMP	1	717.23	358.55	
474325634	SMP	1	716.38	355.39	
474342149	SMP	1	718.81	354.67	
474358673	SMP	1	719.76	353.07	
474375366	SMP	1	717.15	351.41	
474392057	SMP	1	670.62	333.33	
474408571	SMP	1	598.82	311.19	
474425153	SMP	1	589.96	305.62	
474442382	SMP	1	589.87	301.63	
474458558	SMP	1	590.32	298.89	
474475004	SMP	1	589.68	296.75	
474491532	SMP	1	590.08	296.30	
474508183	SMP	1	591.65	296.03	
474525223	SMP	1	593.98	294.70	
474541309	SMP	1	595.11	295.50	
474558065	SMP	1	597.24	295.29	
474574424	SMP	1	600.52	295.98	
474591028	SMP	1	603.27	296.81	
474607708	SMP	1	604.33	295.37	
474624191	SMP	1	606.97	298.38	
474640806	SMP	1	608.63	301.13	
474657550	SMP	1	611.91	303.14	
474674041	SMP	1	615.00	306.47	
474690648	SMP	1	617.30	309.04	
474707287	SMP	1	620.60	313.79	
474724002	SMP	1	607.99	317.34	
474740449	SMP	1	534.10	312.70	
474757019	SMP	1	491.05	316.94	
474773656	SMP	1	494.50	318.11	
474790686	SMP	1	496.20	320.49	
474806974	SMP	1	498.80	320.29	
474823922	SMP	1	502.65	320.10	
474840042	SMP	1	506.54	318.72	
474856518	SMP	1	509.28	318.64	
474873309	SMP	1	513.32	316.13	
474889798	SMP	1	515.15	314.72	
474906368	SMP	1	518.89	313.65	
474923090	SMP	1	520.51	312.44	
474939561	SMP	1	522.01	312.32	
474956234	SMP	1	522.93	310.84	
474972774	SMP	1	527.78	309.80	
474989342	SMP	1	528.06	310.20	
475005923	SMP	1	529.82	308.93	
475022536	SMP	1	541.67	285.62	
475039244	SMP	1	560.32	238.30	
475055731	SMP	1	560.67	215.90	
475072313	SMP	1	565.97	215.05	
475089824	SMP	1	566.45	215.61	
475105542	SMP	1	569.73	218.27	
475122154	SMP	1	571.40	217.16	
475138721	SMP	1	574.79	220.37	
475155318	SMP	1	575.56	219.32	
475171898	SMP	1	580.49	219.28	
475188623	SMP	1	582.89	218.55	
475205083	SMP	1	584.32	218.52	
475221659	SMP	1	586.90	217.98	
475238324	SMP	1	590.31	217.67	
475255067	SMP	1	591.44	217.41	
475271496	SMP	1	592.69	216.06	
475288071	SMP	1	592.41	214.84	
475304720	SMP	1	592.59	211.99	
475321313	SMP	1	591.60	210.78	
475338054	SMP	1	592.12	208.65	
475354423	SMP	1	592.27	207.91	
475371034	SMP	1	594.52	207.83	
475387621	SMP	1	594.67	207.39	
475404222	SMP	1	593.86	207.51	
475420993	SMP	1	592.83	208.64	
475437716	SMP	1	594.46	207.22	
475454018	SMP	1	594.73	208.07	
475470689	SMP	1	594.54	207.40	
475487458	SMP	1	621.14	199.66	
475503967	SMP	1	658.32	177.88	
475520571	SMP	1	662.06	176.10	
475537006	SMP	1	663.25	176.58	
475554060	SMP	1	662.02	178.85	
475570270	SMP	1	663.00	180.99	
475586815	SMP	1	660.26	183.00	
475603459	SMP	1	659.64	184.97	
475619994	SMP	1	657.01	186.60	
475636591	SMP	1	655.29	190.56	
475653686	SMP	1	653.56	189.72	
475669797	SMP	1	653.31	190.33	
475686483	SMP	1	656.39	191.50	
475702932	SMP	1	725.84	189.15	
475719567	SMP	1	765.57	186.41	
475736143	SMP	1	757.50	181.99	
475752939	SMP	1	754.64	184.76	
475769390	SMP	1	747.09	182.41	
475785973	SMP	1	743.87	183.37	
475802661	SMP	1	736.96	184.85	
475819145	SMP	1	734.29	187.44	
475835686	SMP	1	731.84	190.69	
475852468	SMP	1	695.46	188.48	
475868955	SMP	1	589.14	171.00	
475885495	SMP	1	540.95	164.42	
475902081	SMP	1	542.77	164.11	
475918606	SMP	1	544.71	166.24	
475935388	SMP	1	547.13	167.51	
475951962	SMP	1	548.97	169.09	
475968464	SMP	1	553.27	169.42	
475985111	SMP	1	554.95	171.44	
476001765	SMP	1	557.00	169.94	
476018261	SMP	1	560.10	169.78	
476034792	SMP	1	563.04	169.60	
476051453	SMP	1	565.28	168.76	
476068107	SMP	1	568.15	168.58	
476084845	SMP	1	570.91	169.49	
476101465	SMP	1	570.35	169.77	
476117920	SMP	1	520.00	155.25	
476134571	SMP	1	505.19	149.54	
476151058	SMP	1	508.96	150.51	
476167928	SMP	1	511.22	152.48	
476184134	SMP	1	514.62	153.98	
476200810	SMP	1	516.37	154.14	
476217393	SMP	1	519.93	156.23	
476234058	SMP	1	521.29	156.32	
476250714	SMP	1	526.28	153.65	
476267258	SMP	1	528.08	154.92	
476283802	SMP	1	530.36	154.28	
476300399	SMP	1	534.69	153.77	
476316984	SMP	1	537.30	153.31	
476333567	SMP	1	537.69	153.52	
476350178	SMP	1	536.74	153.06	
476366805	SMP	1	537.86	155.05	
476384207	SMP	1	536.86	155.92	
476400881	SMP	1	535.37	157.72	
476416486	SMP	1	528.02	155.53	
476433155	SMP	1	517.74	149.39	
476449805	SMP	1	516.98	149.40	
476466387	SMP	1	518.76	150.26	
476482934	SMP	1	518.99	150.93	
476499536	SMP	1	519.70	154.43	
476516269	SMP	1	522.05	154.57	
476532722	SMP	1	521.58	160.06	
476549327	SMP	1	523.47	162.33	
476565903	SMP	1	523.45	169.22	
476582556	SMP	1	525.88	172.80	
476599079	SMP	1	527.34	178.52	
476615679	SMP	1	527.27	184.59	
476632691	SMP	1	526.79	193.51	
476648942	SMP	1	527.56	195.39	
476665548	SMP	1	528.90	201.30	
476682023	SMP	1	529.46	207.42	
476698684	SMP	1	529.17	208.91	
476715407	SMP	1	531.34	216.48	
476731919	SMP	1	531.56	219.09	
476748428	SMP	1	533.10	227.76	
476765086	SMP	1	532.52	229.90	
476781691	SMP	1	531.74	235.03	
476798330	SMP	1	520.28	239.72	
476814812	SMP	1	520.24	243.33	
476831410	SMP	1	520.63	245.74	
476848133	SMP	1	524.08	248.69	
476864662	SMP	1	525.45	249.65	
476881164	SMP	1	527.88	250.57	
476897894	SMP	1	528.83	251.58	
476914413	SMP	1	529.72	252.35	
476931072	SMP	1	531.61	252.68	
476947561	SMP	1	531.75	253.62	
476964202	SMP	1	533.02	254.91	
476981330	SMP	1	533.92	254.46	
476997372	SMP	1	534.87	254.63	
477014032	SMP	1	536.31	253.98	
477030539	SMP	1	539.47	253.91	
477047517	SMP	1	540.60	253.96	
477063808	SMP	1	542.48	252.58	
477080404	SMP	1	545.55	251.11	
477096939	SMP	1	546.67	250.20	
477113615	SMP	1	548.73	249.28	
477130206	SMP	1	551.07	247.67	
477146775	SMP	1	551.54	244.96	
477163474	SMP	1	553.92	242.85	
477180010	SMP	1	555.47	243.46	
477196568	SMP	1	555.72	243.16	
477213166	SMP	1	560.09	239.96	
477229686	SMP	1	564.47	238.12	
477246341	SMP	1	564.97	237.42	
477262937	SMP	1	564.77	235.64	
477279846	SMP	1	565.78	234.79	
477296100	SMP	1	563.50	232.78	
477312718	SMP	1	564.33	232.27	
477329311	SMP	1	565.05	228.39	
477345894	SMP	1	564.43	224.94	
477362467	SMP	1	565.38	224.23	
477379087	SMP	1	566.38	221.15	
477396132	SMP	1	567.43	217.11	
477412260	SMP	1	567.79	216.35	
477428885	SMP	1	568.62	212.68	
477445558	SMP	1	569.53	210.67	
477462084	SMP	1	570.50	209.89	
477478727	SMP	1	572.33	208.99	
477495367	SMP	1	570.97	208.31	
477511937	SMP	1	569.89	206.72	
477528451	SMP	1	568.10	204.49	
477545143	SMP	1	565.62	203.19	
477561711	SMP	1	562.90	204.06	
477578575	SMP	1	561.97	200.66	
477594844	SMP	1	559.65	199.83	
477611379	SMP	1	559.06	197.36	
477628075	SMP	1	555.38	193.68	
477644669	SMP	1	555.75	192.46	
477661210	SMP	1	555.83	190.96	
477677824	SMP	1	555.92	192.27	
477694433	SMP	1	554.69	190.90	
477711045	SMP	1	555.46	191.26	
477727548	SMP	1	554.67	190.19	
477744277	SMP	1	556.41	191.26	
477760782	SMP	1	557.56	190.65	
477777430	SMP	1	559.76	190.42	
477793936	SMP	1	561.59	191.30	
477810691	SMP	1	560.75	191.56	
477827347	SMP	1	564.96	191.23	
477844104	SMP	1	566.31	189.33	
477860349	SMP	1	564.64	186.18	
477876985	SMP	1	563.30	185.90	
477893546	SMP	1	563.59	185.16	
477910207	SMP	1	563.14	185.54	
477926732	SMP	1	560.76	184.71	
477943458	SMP	1	557.67	184.11	
477959967	SMP	1	556.62	185.34	
477976645	SMP	1	555.74	186.03	
477993187	SMP	1	555.39	185.68	
478009648	SMP	1	554.17	187.34	
478026291	SMP	1	554.01	186.09	
478042919	SMP	1	555.64	186.20	
478059520	SMP	1	554.09	189.12	
478075999	SMP	1	553.71	188.41	
478092716	SMP	1	554.04	189.07	
478109362	SMP	1	552.01	189.41	
478125936	SMP	1	552.53	189.91	
478142456	SMP	1	553.02	188.70	
478159381	SMP	1	553.26	188.44	
478176340	SMP	1	553.65	187.81	
478192338	SMP	1	552.42	184.06	
478208842	SMP	1	553.49	184.56	
478225353	SMP	1	552.95	184.49	
478242090	SMP	1	552.97	183.45	
478258710	SMP	1	553.67	185.14	
478275980	SMP	1	553.37	185.27	
478291782	SMP	1	557.98	187.73	
478309119	SMP	1	557.42	188.42	
478325043	SMP	1	556.68	190.35	
478341642	SMP	1	556.48	191.32	
478358199	SMP	1	545.50	197.49	
478374824	SMP	1	534.16	202.88	
478391398	SMP	1	535.39	204.82	
478408046	SMP	1	534.12	205.24	
478424574	SMP	1	533.87	204.52	
478441317	SMP	1	533.59	203.64	
478457852	SMP	1	532.16	203.11	
478474866	SMP	1	533.39	202.51	
478491087	SMP	1	529.99	200.55	
478507539	SMP	1	531.27	198.48	
478524461	SMP	1	531.20	195.68	
478540990	SMP	1	530.15	194.97	
478557498	SMP	1	527.84	191.17	
478574010	SMP	1	513.02	185.33	
478590559	SMP	1	512.68	185.92	
478607291	SMP	1	512.27	186.40	
478623707	SMP	1	514.15	189.26	
478640375	SMP	1	516.18	188.61	
478656951	SMP	1	516.68	192.04	
478673533	SMP	1	516.55	194.32	
478690153	SMP	1	516.94	195.09	
478706895	SMP	1	516.81	197.15	
478723473	SMP	1	517.81	197.84	
478739911	SMP	1	518.11	198.09	
478756548	SMP	1	519.31	197.87	
478773035	SMP	1	518.96	197.75	
478789669	SMP	1	546.41	192.72	
478806284	SMP	1	592.35	189.70	
478822909	SMP	1	593.97	185.31	
478839437	SMP	1	594.11	182.91	
478856049	SMP	1	594.19	180.39	
478872662	SMP	1	592.60	178.42	
478889279	SMP	1	591.41	178.32	
478906059	SMP	1	593.29	177.93	
478922410	SMP	1	592.67	177.26	
478939124	SMP	1	594.31	175.85	
478955689	SMP	1	596.91	175.08	
478972275	SMP	1	597.15	175.50	
478988895	SMP	1	598.65	177.32	
479005403	SMP	1	599.28	178.65	
479022077	SMP	1	600.07	177.97	
479038719	SMP	1	602.17	178.37	
479055295	SMP	1	602.72	177.62	
479071881	SMP	1	601.83	177.32	
479088556	SMP	1	601.65	176.52	
479105258	SMP	1	600.92	175.72	
479121696	SMP	1	600.63	176.17	
479138138	SMP	1	599.48	174.98	
479154770	SMP	1	600.06	173.77	
479171397	SMP	1	598.44	172.31	
479187942	SMP	1	597.59	172.84	
479204545	SMP	1	600.00	174.32	
479221127	SMP	1	599.49	175.32	
479238002	SMP	1	600.84	176.13	
479254501	SMP	1	600.65	175.14	
479270987	SMP	1	602.24	176.34	
479287697	SMP	1	600.71	174.82	
479304321	SMP	1	599.58	176.54	
479320698	SMP	1	599.66	175.86	
479337254	SMP	1	600.32	176.47	
479354005	SMP	1	598.48	175.53	
479370582	SMP	1	598.17	177.94	
479387272	SMP	1	597.74	176.65	
479403664	SMP	1	598.17	177.14	
479420278	SMP	1	594.12	177.76	
479436912	SMP	1	568.78	194.89	
479453828	SMP	1	557.52	199.93	
479470491	SMP	1	557.38	200.51	
479486790	SMP	1	557.35	200.04	
479503622	SMP	1	556.73	199.88	
479520141	SMP	1	557.18	200.49	
479536537	SMP	1	557.43	200.17	
479553096	SMP	1	558.05	202.14	
479569764	SMP	1	557.10	199.96	
479586388	SMP	1	557.55	200.69	
479603411	SMP	1	556.16	199.36	
479619706	SMP	1	552.72	200.76	
479636215	SMP	1	529.12	204.60	
479652818	SMP	1	526.47	206.50	
479669372	SMP	1	527.45	206.30	
479686238	SMP	1	526.67	206.49	
479702444	SMP	1	526.45	206.35	
479719340	SMP	1	526.91	205.75	
479735583	SMP	1	526.02	205.11	
479752286	SMP	1	526.58	205.12	
479769070	SMP	1	527.14	204.81	
479785529	SMP	1	528.64	204.65	
479802296	SMP	1	527.44	203.36	
479818553	SMP	1	527.25	203.77	
479835256	SMP	1	528.25	202.89	
479851948	SMP	1	527.46	203.01	
479868354	SMP	1	527.21	203.63	
479885113	SMP	1	529.47	202.24	
479901798	SMP	1	553.79	209.02	
479918201	SMP	1	574.69	216.14	
479935006	SMP	1	573.96	215.87	
479951511	SMP	1	575.08	216.40	
479968030	SMP	1	573.59	216.99	
479985070	SMP	1	574.59	215.82	
480001293	SMP	1	573.15	216.79	
480017884	SMP	1	573.97	215.41	
480034427	SMP	1	572.06	214.96	
480050916	SMP	1	575.12	215.14	
480068035	SMP	1	573.68	214.61	
480084366	SMP	1	573.24	214.32	
480100809	SMP	1	575.73	211.91	
480117410	SMP	1	574.26	212.01	
480134115	SMP	1	574.32	212.30	
480150781	SMP	1	575.01	210.76	
480167022	SMP	1	572.37	210.73	
480183755	SMP	1	582.41	213.68	
480200239	SMP	1	588.80	220.74	
480216835	SMP	1	588.75	218.09	
480233670	SMP	1	588.31	219.38	
480250043	SMP	1	587.97	217.33	
480266737	SMP	1	588.43	218.21	
480283350	SMP	1	587.46	218.15	
480299847	SMP	1	588.49	217.12	
480316944	SMP	1	584.88	216.78	
480332967	SMP	1	584.83	217.94	
480349651	SMP	1	584.80	217.04	
480366325	SMP	1	584.28	216.89	
480382919	SMP	1	585.50	216.55	
480399662	SMP	1	584.81	215.99	
480416166	SMP	1	586.35	215.72	
480432764	SMP	1	586.47	215.78	
480449306	SMP	1	586.63	215.04	
480465806	SMP	1	586.22	214.02	
480482550	SMP	1	585.00	214.57	
480499230	SMP	1	585.84	214.79	
480515751	SMP	1	585.97	215.31	
480532149	SMP	1	585.45	215.54	
480548918	SMP	1	585.98	215.01	
480565728	SMP	1	585.98	215.02	
480582125	SMP	1	585.73	214.86	
480598665	SMP	1	585.84	214.48	
480615471	SMP	1	583.70	215.36	
480632035	SMP	1	584.64	215.01	
480648786	SMP	1	584.61	216.08	
480665036	SMP	1	584.58	215.87	
480681555	SMP	1	583.94	214.11	
480698178	SMP	1	585.05	213.07	
480715429	SMP	1	582.98	212.13	
480731409	SMP	1	583.57	213.92	
480748025	SMP	1	583.76	214.16	
480765061	SMP	1	592.88	222.14	
480781110	SMP	1	611.84	241.68	
480797848	SMP	1	611.10	244.99	
480814836	SMP	1	610.30	245.85	
480831045	SMP	1	610.15	245.09	
480847530	SMP	1	610.43	244.00	
480864142	SMP	1	610.22	243.20	
480880679	SMP	1	610.17	241.46	
480897276	SMP	1	609.93	242.21	
480913917	SMP	1	609.22	241.54	
480930559	SMP	1	610.35	240.31	
480947080	SMP	1	609.67	240.69	
480963781	SMP	1	610.09	240.50	
480980784	SMP	1	609.82	240.08	
480997013	SMP	1	610.17	239.61	
481013431	SMP	1	610.23	239.39	
481030059	SMP	1	608.41	238.73	
481046797	SMP	1	610.33	239.88	
481063613	SMP	1	577.89	240.35	
481079800	SMP	1	540.47	241.77	
481096674	SMP	1	541.66	240.52	
481113149	SMP	1	541.51	239.72	
481129750	SMP	1	543.46	236.84	
481146564	SMP	1	545.11	236.83	
481162903	SMP	1	544.71	236.17	
481179344	SMP	1	544.52	235.74	
481196152	SMP	1	545.29	234.59	
481212724	SMP	1	545.65	233.90	
481229274	SMP	1	545.88	233.65	
481245850	SMP	1	545.50	233.58	
481262495	SMP	1	546.43	235.22	
